Protein FDR Confidence Combined,Master,Accession,Description,% Coverage,# Peptides,# PSMs,# Unique Peptides,MW in kDa,Gene Symbol,t=0 (Prime); WT YAP; Abundance 1221003,t=24 (NMP); WT YAP; Abundance 1221004,t=36; WT YAP; Abundance 1221005,t=48 (PSM); WT YAP; Abundance 1221006,t=0 (Prime); WT TAZ; Abundance 1221007,t=24 (NMP); WT TAZ; Abundance 1221008,t=36; WT TAZ; Abundance 1221009,t=48 (PSM); WT TAZ; Abundance 1221010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q14254,Flotillin-2 OS=Homo sapiens OX=9606 GN=FLOT2 PE=1 SV=2,51,18,81,18,47,FLOT2,4899031.65,13038217.97,3480197.00,4420971.59,2362155.20,12515193.11,5708690.39,608271.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9BUQ8,Probable ATP-dependent RNA helicase DDX23 OS=Homo sapiens OX=9606 GN=DDX23 PE=1 SV=3,25,18,79,18,95.5,DDX23,5422246.38,12976564.06,2196631.52,5174536.26,2688677.73,12703368.94,7269735.91,1535915.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P62280,40S ribosomal protein S11 OS=Homo sapiens OX=9606 GN=RPS11 PE=1 SV=3,57,11,79,11,18.4,RPS11,39764220.90,70245462.55,17157434.73,24171282.45,11146131.48,65288979.77,17670601.65,737962.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P32969,60S ribosomal protein L9 OS=Homo sapiens OX=9606 GN=RPL9P9 PE=1 SV=1,44,7,79,7,21.9,RPL9; RPL9P7; RPL9P8; RPL9P9,19366320.19,51753476.03,7566567.73,9604374.18,3448601.38,37126300.69,8230388.04,157982.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9ULJ8,Neurabin-1 OS=Homo sapiens OX=9606 GN=PPP1R9A PE=1 SV=2,23,18,79,17,123.3,PPP1R9A,10882805.20,16494987.90,4300736.57,5293986.90,2673749.50,17784328.42,16484167.48,894409.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P30050,60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1,48,6,78,6,17.8,RPL12,18082163.38,42629272.73,9173789.94,7133874.39,4822985.25,34709933.57,9088996.04,2077730.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q15061,WD repeat-containing protein 43 OS=Homo sapiens OX=9606 GN=WDR43 PE=1 SV=3,26,14,78,14,74.8,WDR43,13465899.06,31128220.22,7856939.61,5547052.94,5168608.19,21423481.92,15799196.98,1549850.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q10567,AP-1 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP1B1 PE=1 SV=3,16,14,78,2,104.5,AP1B1,,,,,,324860.63,161635.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O60341,Lysine-specific histone demethylase 1A OS=Homo sapiens OX=9606 GN=KDM1A PE=1 SV=2,24,15,78,15,92.8,KDM1A,5897241.81,21908963.38,3882586.16,4443323.23,2239296.78,16076476.97,7369283.45,3276537.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O94906,Pre-mRNA-processing factor 6 OS=Homo sapiens OX=9606 GN=PRPF6 PE=1 SV=1,20,19,77,19,106.9,PRPF6,5351219.91,13578523.41,2762844.39,4800748.62,2343544.06,16938203.38,10287975.84,4127902.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q14978,Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=2,20,13,77,13,73.6,NOLC1,9412838.61,21137149.91,6249116.00,4169365.94,4169715.06,27708172.34,12497089.24,9958418.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O15144,Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens OX=9606 GN=ARPC2 PE=1 SV=1,47,14,77,14,34.3,ARPC2,19600717.77,25747992.48,6414184.18,9458324.65,3730606.30,21967242.38,4998756.87,1283246.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NRZ9,Lymphoid-specific helicase OS=Homo sapiens OX=9606 GN=HELLS PE=1 SV=1,22,17,76,17,97,HELLS,6612997.20,17705956.89,3416428.10,5595047.05,2930065.30,17230377.44,11482157.66,704810.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9H0S4,Probable ATP-dependent RNA helicase DDX47 OS=Homo sapiens OX=9606 GN=DDX47 PE=1 SV=1,40,14,76,14,50.6,DDX47,5543544.66,16589953.78,3976656.27,6245984.08,1969528.74,18463471.94,10422766.27,221753.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9BY77,Polymerase delta-interacting protein 3 OS=Homo sapiens OX=9606 GN=POLDIP3 PE=1 SV=2,31,10,76,10,46.1,POLDIP3,9785839.56,7281978.58,4707488.58,10360033.81,8969864.65,15824341.97,9530105.42,5256355.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P60842,Eukaryotic initiation factor 4A-I OS=Homo sapiens OX=9606 GN=EIF4A1 PE=1 SV=1,42,13,76,11,46.1,EIF4A1,5274974.54,13943006.70,2281371.32,3543729.27,2268351.05,12653265.75,4876104.34,115477.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8WTT2,Nucleolar complex protein 3 homolog OS=Homo sapiens OX=9606 GN=NOC3L PE=1 SV=1,23,14,75,14,92.5,NOC3L,4213442.97,14045558.63,2013218.12,3697886.76,2005228.18,18953801.84,13415332.47,346520.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q29RF7,Sister chromatid cohesion protein PDS5 homolog A OS=Homo sapiens OX=9606 GN=PDS5A PE=1 SV=1,19,21,75,18,150.7,PDS5A,1675038.66,7562262.53,1491483.03,2784632.33,1744226.67,8801302.61,5002928.73,22554.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y4W2,Ribosomal biogenesis protein LAS1L OS=Homo sapiens OX=9606 GN=LAS1L PE=1 SV=2,24,12,75,12,83,LAS1L,5423811.27,15180641.53,2798683.32,5114158.64,2704788.66,13788343.12,10629377.88,381597.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q10570,Cleavage and polyadenylation specificity factor subunit 1 OS=Homo sapiens OX=9606 GN=CPSF1 PE=1 SV=2,12,14,74,14,160.8,CPSF1,3532461.07,10696014.50,2987490.50,4252416.68,2686105.39,10516413.53,5590054.62,1972853.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P08238,Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4,21,14,74,8,83.2,HSP90AB1,9568863.03,15282714.29,3608607.08,4448013.96,8101656.74,10022527.39,7267986.34,1935696.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q16658,Fascin OS=Homo sapiens OX=9606 GN=FSCN1 PE=1 SV=3,25,10,73,10,54.5,FSCN1,6782384.71,28884217.34,4511136.64,9687769.39,2674101.80,21720965.48,11484487.03,3012966.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O75367,Core histone macro-H2A.1 OS=Homo sapiens OX=9606 GN=MACROH2A1 PE=1 SV=5,49,12,73,10,39.2,MACROH2A1,3558842.06,9171566.81,2552848.55,3184294.64,2341008.40,10417697.73,4100095.95,144017.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9GZR7,ATP-dependent RNA helicase DDX24 OS=Homo sapiens OX=9606 GN=DDX24 PE=1 SV=1,33,20,73,20,96.3,DDX24,9103888.82,16847537.30,2799947.27,4321925.69,4046533.73,19800800.72,12864795.55,244294.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UIG0,Tyrosine-protein kinase BAZ1B OS=Homo sapiens OX=9606 GN=BAZ1B PE=1 SV=2,16,20,73,20,170.8,BAZ1B,3733721.91,13411452.97,2804177.43,4682801.47,2438934.95,10903138.54,9545962.14,329172.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O75970,Multiple PDZ domain protein OS=Homo sapiens OX=9606 GN=MPDZ PE=1 SV=2,21,34,73,33,221.5,MPDZ,13093869.76,8516822.68,2093739.05,3591721.22,1678885.38,9459777.71,11854025.08,8903365.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P06396,Gelsolin OS=Homo sapiens OX=9606 GN=GSN PE=1 SV=1,26,17,73,17,85.6,GSN,6852794.80,22276244.95,3502121.65,8858263.56,4190323.30,16783566.97,12325363.11,2970087.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P23284,Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens OX=9606 GN=PPIB PE=1 SV=2,38,9,73,9,23.7,PPIB,12526595.81,33072522.19,6539419.50,7879261.42,3641514.05,28699090.55,7551181.70,345333.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O15213,WD repeat-containing protein 46 OS=Homo sapiens OX=9606 GN=WDR46 PE=1 SV=3,34,15,72,15,68,WDR46,4217079.30,15936157.52,3038378.36,3592734.83,2853994.89,11131609.98,9037218.03,392077.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8N3U4,Cohesin subunit SA-2 OS=Homo sapiens OX=9606 GN=STAG2 PE=1 SV=3,18,18,72,12,141.2,STAG2,2725899.72,17087154.92,2614060.99,3062878.13,1736873.62,10106879.23,7013603.09,2077220.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q2Q1W2,E3 ubiquitin-protein ligase TRIM71 OS=Homo sapiens OX=9606 GN=TRIM71 PE=1 SV=1,27,17,71,17,93.3,TRIM71,8774300.98,11325181.05,1872991.36,2559629.16,3052761.02,9610498.22,6059935.79,164174.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8TED0,U3 small nucleolar RNA-associated protein 15 homolog OS=Homo sapiens OX=9606 GN=UTP15 PE=1 SV=3,28,13,71,13,58.4,UTP15,11658948.62,16774939.05,2944091.86,4441529.66,1619108.89,14652662.88,9011705.73,600110.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O60716,Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=1 SV=1,17,13,71,13,108.1,CTNND1,10692835.60,13328476.93,3788370.56,5302700.98,4825926.57,15451631.24,10698083.71,157538.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O60832,H/ACA ribonucleoprotein complex subunit DKC1 OS=Homo sapiens OX=9606 GN=DKC1 PE=1 SV=3,24,11,71,11,57.6,DKC1,9422406.48,16546626.47,5208226.86,5219723.35,4064229.96,14660939.55,11811744.03,4565646.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O60506,Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=2,25,16,71,10,69.6,SYNCRIP,1426128.67,7484988.25,1876411.85,2618870.82,2285037.98,6915005.72,4693397.89,667900.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q7Z3K3,Pogo transposable element with ZNF domain OS=Homo sapiens OX=9606 GN=POGZ PE=1 SV=2,15,15,71,15,155.2,POGZ,1964667.59,7714695.70,1398994.34,2754663.15,1600121.87,6226709.42,4846106.83,336467.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y4K1,Beta/gamma crystallin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CRYBG1 PE=1 SV=3,21,27,70,27,188.6,,10217420.99,16519369.05,2173846.79,727244.45,4644285.24,13462844.30,2981719.18,2288748.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NYH9,U3 small nucleolar RNA-associated protein 6 homolog OS=Homo sapiens OX=9606 GN=UTP6 PE=1 SV=2,28,16,70,16,70.1,UTP6,4912791.16,13269438.81,3843265.96,3887393.16,2481259.03,11653374.53,8689843.31,1028127.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8IY37,Probable ATP-dependent RNA helicase DHX37 OS=Homo sapiens OX=9606 GN=DHX37 PE=1 SV=1,22,21,69,21,129.5,DHX37,4492789.21,9773919.13,2470606.87,4201490.39,1946225.79,12206047.67,9016969.54,656021.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y608,Leucine-rich repeat flightless-interacting protein 2 OS=Homo sapiens OX=9606 GN=LRRFIP2 PE=1 SV=1,22,13,69,12,82.1,LRRFIP2,3537148.66,35171597.50,5791208.13,5512788.08,2360126.18,33217309.59,12469011.27,1721474.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P0DMV9,Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1,20,10,69,6,70,HSPA1B,1249288.77,2316289.13,779066.43,827593.13,462080.92,2217263.84,1189387.41,168970.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P62263,40S ribosomal protein S14 OS=Homo sapiens OX=9606 GN=RPS14 PE=1 SV=3,40,7,68,7,16.3,RPS14,12112005.08,22619030.53,4604723.24,5046565.73,1646601.66,25972357.06,6179863.67,524268.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P78316,Nucleolar protein 14 OS=Homo sapiens OX=9606 GN=NOP14 PE=1 SV=3,24,18,68,18,97.6,NOP14,5122247.81,17798058.41,5037175.26,6575617.72,4988944.33,18699331.16,14346836.91,647066.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,A5YKK6,CCR4-NOT transcription complex subunit 1 OS=Homo sapiens OX=9606 GN=CNOT1 PE=1 SV=2,13,27,67,27,266.8,CNOT1,4331263.97,9470148.88,1882010.03,1708130.89,3162059.23,9663571.38,5549875.77,518010.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O14980,Exportin-1 OS=Homo sapiens OX=9606 GN=XPO1 PE=1 SV=1,21,19,67,19,123.3,XPO1,1562115.76,11386668.75,1581151.91,2340866.77,1173715.73,10029489.16,5739927.77,382482.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q92499,ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=2,32,19,67,19,82.4,DDX1,6577330.44,15677057.50,3896636.09,5790934.49,3861165.95,18425805.44,9806418.19,1175965.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q14103,Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1,30,11,67,9,38.4,HNRNPD,7430537.80,27674235.40,4759356.59,8822230.59,5771711.12,24642088.83,8606342.90,973087.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O75083,WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=4,23,14,67,14,66.2,WDR1,15397594.95,24958414.56,4367506.22,7134567.11,3036302.26,17460928.34,8984711.06,993500.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y5J1,U3 small nucleolar RNA-associated protein 18 homolog OS=Homo sapiens OX=9606 GN=UTP18 PE=1 SV=3,28,12,66,12,62,UTP18,8387853.63,17952693.31,5450410.48,4917153.01,2551130.71,17606745.73,14820197.72,852023.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y265,RuvB-like 1 OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1,35,11,66,11,50.2,RUVBL1,2598048.81,9380338.91,2637575.65,2647329.96,896275.80,8518034.01,4907973.14,614962.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UKV3,Apoptotic chromatin condensation inducer in the nucleus OS=Homo sapiens OX=9606 GN=ACIN1 PE=1 SV=2,14,17,65,17,151.8,ACIN1,3719718.94,12691446.19,3285502.76,9290328.70,3524911.88,14780590.66,10018666.38,452525.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q92828,Coronin-2A OS=Homo sapiens OX=9606 GN=CORO2A PE=1 SV=2,19,11,65,11,59.7,CORO2A,4679190.05,18977773.13,6129378.96,7579298.08,3518789.88,16462854.31,9811275.78,1372075.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y4A5,Transformation/transcription domain-associated protein OS=Homo sapiens OX=9606 GN=TRRAP PE=1 SV=3,8,27,65,27,437.3,TRRAP,2811627.11,7896775.84,2728364.33,2792970.21,1651778.76,10430116.76,7476667.32,755726.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O43818,U3 small nucleolar RNA-interacting protein 2 OS=Homo sapiens OX=9606 GN=RRP9 PE=1 SV=1,22,9,65,9,51.8,RRP9,9339215.16,32095730.70,8760023.24,7009924.05,3610900.06,21306511.98,15579740.36,2142339.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8TDN6,Ribosome biogenesis protein BRX1 homolog OS=Homo sapiens OX=9606 GN=BRIX1 PE=1 SV=2,29,9,65,9,41.4,BRIX1,6000766.30,21591384.40,3304693.65,7635572.03,2179628.22,21600391.85,5581320.52,486286.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O94875,Sorbin and SH3 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SORBS2 PE=1 SV=3,18,15,65,15,124,SORBS2,9522235.17,16331815.34,1736432.97,1031277.19,1753323.54,10672502.13,4740428.45,718982.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P35612,Beta-adducin OS=Homo sapiens OX=9606 GN=ADD2 PE=1 SV=3,28,16,65,14,80.8,ADD2,7708809.35,25552569.77,6599136.30,5496001.49,2521408.77,20647073.39,13393916.80,1671714.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q96CW1,AP-2 complex subunit mu OS=Homo sapiens OX=9606 GN=AP2M1 PE=1 SV=2,33,14,64,14,49.6,AP2M1,8876586.20,23138067.50,3949401.16,5665478.21,3923951.73,26381063.21,9154513.45,720922.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q07020,60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=2,29,5,64,5,21.6,RPL18,24567453.38,6460596.81,768599.63,1797115.17,1263174.44,6194316.21,1671719.33,106451.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q86V81,THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=3,35,5,64,5,26.9,ALYREF,8261227.03,22750045.59,5796363.84,7648380.03,2416586.39,27389476.03,7998831.46,1658557.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q14498,RNA-binding protein 39 OS=Homo sapiens OX=9606 GN=RBM39 PE=1 SV=2,24,10,64,10,59.3,RBM39,4653175.89,7327432.06,2317742.53,3220763.66,1671998.86,8407335.26,6414943.26,807840.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q13185,Chromobox protein homolog 3 OS=Homo sapiens OX=9606 GN=CBX3 PE=1 SV=4,33,6,63,4,20.8,CBX3,6118632.38,18424998.84,3414520.39,4878899.20,1736111.40,14865227.75,3781237.25,266892.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q96SB3,Neurabin-2 OS=Homo sapiens OX=9606 GN=PPP1R9B PE=1 SV=3,27,18,63,17,89.3,PPP1R9B,6136074.11,9188925.94,1534926.15,2118608.23,2441709.13,12427139.66,5790462.13,67547.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P39019,40S ribosomal protein S19 OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=2,61,11,63,11,16.1,RPS19,10436018.15,21755036.59,5910748.63,5839727.85,2319058.83,18615481.94,4360708.56,32670.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P39656,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens OX=9606 GN=DDOST PE=1 SV=4,21,9,63,9,50.8,DDOST,7987395.85,11596370.87,3059542.56,4151712.72,1493447.20,11310437.88,4500626.86,928462.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q86V48,Leucine zipper protein 1 OS=Homo sapiens OX=9606 GN=LUZP1 PE=1 SV=2,25,21,63,21,120.2,LUZP1,4850527.25,9130602.38,1350156.06,3095506.32,2425083.09,10776912.25,6000256.80,369479.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O95425,Supervillin OS=Homo sapiens OX=9606 GN=SVIL PE=1 SV=2,14,22,63,22,247.6,SVIL,3187093.37,6011791.06,1091946.81,1910015.85,1488888.53,4939745.38,4137718.17,281300.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P61313,60S ribosomal protein L15 OS=Homo sapiens OX=9606 GN=RPL15 PE=1 SV=2,37,8,63,8,24.1,RPL15,29607764.53,53975920.25,5521711.77,11127961.97,4423468.55,40222461.63,11851896.20,746148.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y2R4,Probable ATP-dependent RNA helicase DDX52 OS=Homo sapiens OX=9606 GN=DDX52 PE=1 SV=4,24,10,63,9,67.4,DDX52,3264209.69,5137573.98,1152537.66,2618090.27,1674623.27,5106114.78,5025494.38,70373.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P53355,Death-associated protein kinase 1 OS=Homo sapiens OX=9606 GN=DAPK1 PE=1 SV=6,12,17,62,17,159.9,DAPK1,5121550.25,9847319.70,2165625.89,2518189.19,1651586.84,7763163.88,4026118.61,344832.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P24928,DNA-directed RNA polymerase II subunit RPB1 OS=Homo sapiens OX=9606 GN=POLR2A PE=1 SV=2,13,21,62,21,217,POLR2A,2182327.90,16414260.23,3545475.53,6350874.08,3633484.16,14468824.52,9722579.23,375698.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P42167,"Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2",35,11,62,5,50.6,TMPO,2385891.33,28301015.06,9226008.70,7459683.06,3179945.40,30433318.59,12640085.35,3874590.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UQ80,Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4 PE=1 SV=3,32,13,62,13,43.8,PA2G4,4624374.84,27690489.95,5517006.64,3984753.31,1625499.82,19510990.20,6464688.73,407928.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q96C19,EF-hand domain-containing protein D2 OS=Homo sapiens OX=9606 GN=EFHD2 PE=1 SV=1,48,12,62,10,26.7,EFHD2,8895818.23,15942369.50,2038256.43,1772592.49,1706334.94,16646214.03,2812405.59,174845.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UEY8,Gamma-adducin OS=Homo sapiens OX=9606 GN=ADD3 PE=1 SV=1,22,13,62,12,79.1,ADD3,8932666.23,27224119.75,5886184.77,4677352.37,7451809.44,23427234.85,17950176.72,1550022.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P28331,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS1 PE=1 SV=3",39,21,61,21,79.4,NDUFS1,2692687.47,14616344.25,1365151.35,1928514.48,1928998.04,6675804.64,3685387.39,5535392.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q16629,Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1,28,8,61,7,27.4,SRSF7,7612976.06,11505770.38,2691767.11,4003054.66,1154693.26,13545206.65,3852679.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9BV38,WD repeat-containing protein 18 OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=2,29,12,61,12,47.4,WDR18,10512503.83,24656103.97,8001083.74,10556303.88,2859738.63,28251176.66,11572936.27,144998.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q92804,TATA-binding protein-associated factor 2N OS=Homo sapiens OX=9606 GN=TAF15 PE=1 SV=1,18,6,61,4,61.8,TAF15,2824971.34,19493.53,2172.66,827202.18,461263.88,1362035.87,1651858.85,253997.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q06830,Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1,43,11,61,10,22.1,PRDX1,12148296.27,26542577.48,6038719.18,6490442.37,3157956.35,24264192.06,6517275.84,1800558.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P54886,Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens OX=9606 GN=ALDH18A1 PE=1 SV=2,31,21,60,21,87.2,ALDH18A1,5409188.59,7696106.47,8857257.45,1954875.53,2099132.09,10031112.02,6495435.52,11496208.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P62081,40S ribosomal protein S7 OS=Homo sapiens OX=9606 GN=RPS7 PE=1 SV=1,66,12,60,12,22.1,RPS7,7291231.83,25051255.56,4381756.05,5275881.66,1705416.39,27358500.94,4060680.50,60789.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P35232,Prohibitin 1 OS=Homo sapiens OX=9606 GN=PHB1 PE=1 SV=1,51,12,60,12,29.8,PHB1,3880518.58,12874214.29,4261568.29,3228086.84,2148216.16,13477363.53,4226248.13,2006289.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q07666,"KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens OX=9606 GN=KHDRBS1 PE=1 SV=1",24,12,60,10,48.2,KHDRBS1,15528787.30,25219843.69,8751787.44,17665117.72,8821599.72,27126567.94,14598599.79,5498414.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P14678,Small nuclear ribonucleoprotein-associated proteins B and B' OS=Homo sapiens OX=9606 GN=SNRPB PE=1 SV=2,18,5,60,5,24.6,SNRPB,7993186.16,19439390.50,4755538.67,5425319.40,1336039.67,15249138.69,3214359.28,655996.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
