Protein FDR Confidence Combined,Master,Accession,Description,% Coverage,# Peptides,# PSMs,# Unique Peptides,MW in kDa,Gene Symbol,"t=24 WT TAZ, Abundance QEX3_1244798","t=24 YT2 TAZ, Abundance QEX3_1244799","t=24 WT YAP, Abundance QEX3_1244800","t=24 YT2 TAZ, Abundance QEX3_1244801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O95425,Supervillin OS=Homo sapiens OX=9606 GN=SVIL PE=1 SV=2,8,14,21,14,247.6,SVIL,7.06E+05,,1.39E+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q15149,Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=3,5,18,21,18,531.5,PLEC,2.63E+06,4.54E+04,3.98E+06,5.27E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q15059,Bromodomain-containing protein 3 OS=Homo sapiens OX=9606 GN=BRD3 PE=1 SV=1,15,10,21,6,79.5,BRD3,1.23E+06,,1.64E+06,1.29E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P28799,Progranulin OS=Homo sapiens OX=9606 GN=GRN PE=1 SV=2,10,6,21,6,63.5,GRN,6.68E+06,5.77E+05,3.63E+06,4.95E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O75955,Flotillin-1 OS=Homo sapiens OX=9606 GN=FLOT1 PE=1 SV=3,37,12,21,12,47.3,FLOT1,1.11E+06,1.46E+04,1.35E+06,6.33E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q14008,Cytoskeleton-associated protein 5 OS=Homo sapiens OX=9606 GN=CKAP5 PE=1 SV=3,9,14,21,14,225.4,CKAP5,1.13E+06,6.07E+03,2.07E+06,4.63E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8IX12,Cell division cycle and apoptosis regulator protein 1 OS=Homo sapiens OX=9606 GN=CCAR1 PE=1 SV=2,6,6,21,6,132.7,CCAR1,4.93E+05,2.84E+05,4.78E+05,2.61E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O94973,AP-2 complex subunit alpha-2 OS=Homo sapiens OX=9606 GN=AP2A2 PE=1 SV=2,17,12,21,6,103.9,AP2A2,1.01E+05,,1.20E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P45973,Chromobox protein homolog 5 OS=Homo sapiens OX=9606 GN=CBX5 PE=1 SV=1,48,9,21,8,22.2,CBX5,1.77E+06,,2.67E+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q99661,Kinesin-like protein KIF2C OS=Homo sapiens OX=9606 GN=KIF2C PE=1 SV=2,14,10,21,10,81.3,KIF2C,9.46E+05,1.05E+05,1.47E+06,1.60E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P09493,Tropomyosin alpha-1 chain OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=2,27,10,21,4,32.7,TPM1,6.74E+05,,1.57E+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O14979,Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3,14,6,21,4,46.4,HNRNPDL,5.02E+05,7.64E+04,7.16E+05,8.62E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q15562,Transcriptional enhancer factor TEF-4 OS=Homo sapiens OX=9606 GN=TEAD2 PE=1 SV=2,23,12,21,5,49.2,TEAD2,3.47E+04,2.38E+04,2.54E+06,1.43E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O75083,WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=4,25,12,21,12,66.2,WDR1,1.74E+06,1.14E+04,2.74E+06,1.38E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q15717,ELAV-like protein 1 OS=Homo sapiens OX=9606 GN=ELAVL1 PE=1 SV=2,17,5,21,5,36.1,ELAVL1,1.77E+06,2.80E+05,1.41E+06,3.90E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P63096,Guanine nucleotide-binding protein G(i) subunit alpha-1 OS=Homo sapiens OX=9606 GN=GNAI1 PE=1 SV=2,19,6,21,1,40.3,GNAI1,,,4.22E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q99729,Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens OX=9606 GN=HNRNPAB PE=1 SV=2,20,8,20,7,36.2,HNRNPAB,1.21E+06,9.90E+04,1.20E+06,1.02E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q1ED39,Lysine-rich nucleolar protein 1 OS=Homo sapiens OX=9606 GN=KNOP1 PE=1 SV=1,27,10,20,10,51.6,KNOP1,1.68E+06,1.68E+05,2.27E+06,1.09E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q99848,Probable rRNA-processing protein EBP2 OS=Homo sapiens OX=9606 GN=EBNA1BP2 PE=1 SV=2,32,9,20,9,34.8,EBNA1BP2,9.59E+05,3.41E+04,1.84E+06,4.09E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UNX4,WD repeat-containing protein 3 OS=Homo sapiens OX=9606 GN=WDR3 PE=1 SV=1,18,14,20,14,106,WDR3,1.84E+06,4.09E+04,2.76E+06,2.29E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q10570,Cleavage and polyadenylation specificity factor subunit 1 OS=Homo sapiens OX=9606 GN=CPSF1 PE=1 SV=2,6,9,20,9,160.8,CPSF1,9.06E+05,2.52E+05,8.87E+05,2.22E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P46779,Large ribosomal subunit protein eL28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=3,35,7,20,7,15.7,RPL28,6.45E+06,3.37E+05,9.23E+06,3.00E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y2J4,Angiomotin-like protein 2 OS=Homo sapiens OX=9606 GN=AMOTL2 PE=1 SV=3,13,9,20,8,85.7,AMOTL2,6.23E+05,,4.90E+05,1.43E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q13823,Nucleolar GTP-binding protein 2 OS=Homo sapiens OX=9606 GN=GNL2 PE=1 SV=1,18,11,20,11,83.6,GNL2,1.29E+06,4.83E+04,1.67E+06,2.34E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P42167,"Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2",22,7,20,3,50.6,TMPO,7.39E+05,1.45E+05,8.11E+05,1.80E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q7L2E3,ATP-dependent RNA helicase DHX30 OS=Homo sapiens OX=9606 GN=DHX30 PE=1 SV=1,11,12,20,12,133.9,DHX30,3.77E+05,,6.90E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q14669,E3 ubiquitin-protein ligase TRIP12 OS=Homo sapiens OX=9606 GN=TRIP12 PE=1 SV=1,8,14,20,14,220.3,TRIP12,5.97E+05,4.35E+04,9.38E+05,3.52E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P46778,Large ribosomal subunit protein eL21 OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=2,37,6,20,6,18.6,RPL21,6.28E+06,3.15E+05,1.02E+07,2.71E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q10567,AP-1 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP1B1 PE=1 SV=3,11,10,20,1,104.5,AP1B1,9.72E+04,,8.56E+04,4.14E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q5M775,Cytospin-B OS=Homo sapiens OX=9606 GN=SPECC1 PE=1 SV=1,15,13,20,13,118.5,SPECC1,9.65E+05,,1.56E+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O96028,Histone-lysine N-methyltransferase NSD2 OS=Homo sapiens OX=9606 GN=NSD2 PE=1 SV=1,9,10,20,9,152.2,NSD2,1.02E+06,5.86E+04,1.26E+06,4.12E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P55084,"Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=HADHB PE=1 SV=3",20,8,20,8,51.3,HADHB,1.55E+06,7.74E+05,7.80E+05,2.68E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O14646,Chromodomain-helicase-DNA-binding protein 1 OS=Homo sapiens OX=9606 GN=CHD1 PE=1 SV=2,7,12,20,7,196.6,CHD1,1.11E+06,1.74E+04,1.83E+06,1.05E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O43660,Pleiotropic regulator 1 OS=Homo sapiens OX=9606 GN=PLRG1 PE=1 SV=1,31,10,20,10,57.2,PLRG1,1.07E+06,1.49E+05,1.47E+06,1.25E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P62244,Small ribosomal subunit protein uS8 OS=Homo sapiens OX=9606 GN=RPS15A PE=1 SV=2,49,7,20,7,14.8,RPS15A,6.34E+06,3.01E+05,1.20E+07,2.73E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8TED0,U3 small nucleolar RNA-associated protein 15 homolog OS=Homo sapiens OX=9606 GN=UTP15 PE=1 SV=3,27,12,19,12,58.4,UTP15,1.14E+06,1.42E+04,1.62E+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P24844,Myosin regulatory light polypeptide 9 OS=Homo sapiens OX=9606 GN=MYL9 PE=1 SV=4,48,7,19,1,19.8,MYL9,1.35E+05,,2.64E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P43246,DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1,19,14,19,14,104.7,MSH2,1.50E+06,2.51E+05,1.94E+06,1.30E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UPQ0,LIM and calponin homology domains-containing protein 1 OS=Homo sapiens OX=9606 GN=LIMCH1 PE=1 SV=4,16,14,19,14,121.8,LIMCH1,5.23E+05,,1.45E+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P54868,"Hydroxymethylglutaryl-CoA synthase, mitochondrial OS=Homo sapiens OX=9606 GN=HMGCS2 PE=1 SV=1",12,3,19,3,56.6,HMGCS2,1.57E+06,3.69E+05,8.17E+04,8.11E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q96N67,Dedicator of cytokinesis protein 7 OS=Homo sapiens OX=9606 GN=DOCK7 PE=1 SV=4,10,16,19,14,242.4,DOCK7,5.12E+05,,9.51E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9P2K5,Myelin expression factor 2 OS=Homo sapiens OX=9606 GN=MYEF2 PE=1 SV=3,23,12,19,12,64.1,MYEF2,1.80E+06,5.88E+04,2.51E+06,1.30E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q7Z589,BRCA2-interacting transcriptional repressor EMSY OS=Homo sapiens OX=9606 GN=EMSY PE=1 SV=2,10,11,19,11,141.4,EMSY,5.98E+05,5.05E+05,6.47E+05,6.32E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q15061,WD repeat-containing protein 43 OS=Homo sapiens OX=9606 GN=WDR43 PE=1 SV=3,17,9,19,9,74.8,WDR43,1.53E+06,8.12E+03,1.93E+06,1.27E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P21796,Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2,47,10,19,9,30.8,VDAC1,3.47E+06,5.58E+04,1.66E+06,4.70E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q96T88,E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens OX=9606 GN=UHRF1 PE=1 SV=1,16,12,19,11,89.8,UHRF1,1.14E+06,2.40E+05,1.44E+06,7.87E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q5SY16,Polynucleotide 5'-hydroxyl-kinase NOL9 OS=Homo sapiens OX=9606 GN=NOL9 PE=1 SV=1,15,7,19,7,79.3,NOL9,4.12E+06,3.37E+06,1.54E+06,2.93E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9BR76,Coronin-1B OS=Homo sapiens OX=9606 GN=CORO1B PE=1 SV=1,25,11,19,11,54.2,CORO1B,2.76E+06,1.10E+05,4.39E+06,1.58E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q68CP9,AT-rich interactive domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ARID2 PE=1 SV=2,9,12,19,12,197.3,ARID2,8.06E+05,2.11E+04,1.39E+06,3.96E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P46782,Small ribosomal subunit protein uS7 OS=Homo sapiens OX=9606 GN=RPS5 PE=1 SV=4,46,9,19,9,22.9,RPS5,3.40E+06,3.94E+05,4.83E+06,5.33E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q15459,Splicing factor 3A subunit 1 OS=Homo sapiens OX=9606 GN=SF3A1 PE=1 SV=1,14,8,19,8,88.8,SF3A1,1.55E+06,1.90E+05,1.61E+06,1.48E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UKM9,RNA-binding protein Raly OS=Homo sapiens OX=9606 GN=RALY PE=1 SV=1,31,9,19,9,32.4,RALY,3.36E+06,2.49E+05,5.05E+06,2.74E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8WWK9,Cytoskeleton-associated protein 2 OS=Homo sapiens OX=9606 GN=CKAP2 PE=1 SV=1,14,9,19,9,76.9,CKAP2,1.98E+06,2.52E+05,1.81E+06,2.06E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O15042,U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens OX=9606 GN=U2SURP PE=1 SV=2,11,8,19,8,118.2,U2SURP,6.09E+05,1.16E+05,5.31E+05,1.03E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O14647,Chromodomain-helicase-DNA-binding protein 2 OS=Homo sapiens OX=9606 GN=CHD2 PE=1 SV=2,5,10,18,5,211.2,CHD2,4.37E+05,,6.19E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O95251,Histone acetyltransferase KAT7 OS=Homo sapiens OX=9606 GN=KAT7 PE=1 SV=1,15,8,18,8,70.6,KAT7,6.28E+05,7.31E+03,7.89E+05,9.46E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P42766,Large ribosomal subunit protein uL29 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=2,34,5,18,5,14.5,RPL35,4.55E+06,2.19E+05,6.86E+06,1.96E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9H0S4,Probable ATP-dependent RNA helicase DDX47 OS=Homo sapiens OX=9606 GN=DDX47 PE=1 SV=1,26,9,18,9,50.6,DDX47,2.38E+06,7.70E+04,3.81E+06,8.97E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P49411,"Elongation factor Tu, mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=3",25,10,18,10,49.8,TUFM,1.16E+06,2.07E+04,2.12E+06,6.88E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P33992,DNA replication licensing factor MCM5 OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=5,20,12,18,12,82.2,MCM5,1.28E+06,3.00E+04,1.49E+06,7.11E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UKD2,mRNA turnover protein 4 homolog OS=Homo sapiens OX=9606 GN=MRTO4 PE=1 SV=2,46,10,18,10,27.5,MRTO4,6.75E+05,,1.19E+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q15561,Transcriptional enhancer factor TEF-3 OS=Homo sapiens OX=9606 GN=TEAD4 PE=1 SV=3,24,11,18,3,48.3,TEAD4,1.56E+04,,6.94E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y4I1,Unconventional myosin-Va OS=Homo sapiens OX=9606 GN=MYO5A PE=1 SV=2,8,12,18,9,215.3,MYO5A,7.16E+05,3.57E+04,1.08E+06,1.26E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P56704,Protein Wnt-3a OS=Homo sapiens OX=9606 GN=WNT3A PE=1 SV=2,21,6,18,2,39.3,WNT3A,3.85E+05,3.91E+05,3.27E+05,3.60E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8NI27,THO complex subunit 2 OS=Homo sapiens OX=9606 GN=THOC2 PE=1 SV=2,8,12,18,12,182.7,THOC2,8.87E+05,8.18E+04,1.20E+06,1.64E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NWB6,Arginine and glutamate-rich protein 1 OS=Homo sapiens OX=9606 GN=ARGLU1 PE=1 SV=1,20,8,18,8,33.2,ARGLU1,1.30E+06,2.72E+06,1.15E+06,1.95E+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y512,Sorting and assembly machinery component 50 homolog OS=Homo sapiens OX=9606 GN=SAMM50 PE=1 SV=3,19,10,18,10,51.9,SAMM50,2.27E+06,1.42E+04,1.63E+06,5.03E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P40939,"Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2",20,12,18,12,82.9,HADHA,1.32E+06,6.26E+04,8.33E+05,8.42E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9H7B2,Ribosome production factor 2 homolog OS=Homo sapiens OX=9606 GN=RPF2 PE=1 SV=2,24,7,18,7,35.6,RPF2,1.25E+06,3.90E+04,1.86E+06,1.55E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q09028,Histone-binding protein RBBP4 OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=3,17,7,18,2,47.6,RBBP4,1.30E+06,2.69E+05,1.90E+06,2.21E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P08708,Small ribosomal subunit protein eS17 OS=Homo sapiens OX=9606 GN=RPS17 PE=1 SV=2,59,6,18,6,15.5,RPS17,3.94E+06,1.52E+05,5.35E+06,1.65E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P62258,14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1,35,8,18,5,29.2,YWHAE,2.25E+06,1.14E+05,2.07E+06,9.87E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8WVV9,Heterogeneous nuclear ribonucleoprotein L-like OS=Homo sapiens OX=9606 GN=HNRNPLL PE=1 SV=1,16,8,17,7,60,HNRNPLL,9.78E+05,2.65E+04,1.40E+06,4.81E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8TAQ2,SWI/SNF complex subunit SMARCC2 OS=Homo sapiens OX=9606 GN=SMARCC2 PE=1 SV=1,6,8,17,1,132.8,SMARCC2,,,3.45E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UKV3,Apoptotic chromatin condensation inducer in the nucleus OS=Homo sapiens OX=9606 GN=ACIN1 PE=1 SV=2,11,10,17,10,151.8,ACIN1,1.09E+06,1.15E+05,1.20E+06,1.15E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P39019,Small ribosomal subunit protein eS19 OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=2,45,8,17,8,16.1,RPS19,4.00E+06,2.46E+05,5.13E+06,1.03E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q14137,Ribosome biogenesis protein BOP1 OS=Homo sapiens OX=9606 GN=BOP1 PE=1 SV=2,20,11,17,11,83.6,BOP1,1.35E+06,1.43E+04,2.08E+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q15050,Ribosome biogenesis regulatory protein homolog OS=Homo sapiens OX=9606 GN=RRS1 PE=1 SV=2,26,10,17,10,41.2,RRS1,1.98E+06,6.20E+04,3.86E+06,4.35E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O00178,GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=GTPBP1 PE=1 SV=3,14,8,17,8,72.4,GTPBP1,7.39E+05,7.76E+04,9.68E+05,7.34E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8IY37,Probable ATP-dependent RNA helicase DHX37 OS=Homo sapiens OX=9606 GN=DHX37 PE=1 SV=1,11,11,17,11,129.5,DHX37,9.13E+05,1.33E+05,1.52E+06,1.03E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P45880,Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2,38,10,17,10,31.5,VDAC2,5.26E+06,2.61E+04,2.34E+06,7.60E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q02413,Desmoglein-1 OS=Homo sapiens OX=9606 GN=DSG1 PE=1 SV=2,14,10,17,10,113.7,DSG1,3.03E+05,2.06E+05,2.46E+05,3.22E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8N5C6,S1 RNA-binding domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SRBD1 PE=1 SV=2,11,10,17,10,111.7,SRBD1,8.14E+05,5.02E+04,1.04E+06,4.44E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P31942,Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens OX=9606 GN=HNRNPH3 PE=1 SV=2,20,6,17,5,36.9,HNRNPH3,8.52E+05,4.97E+03,1.28E+06,1.98E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O60341,Lysine-specific histone demethylase 1A OS=Homo sapiens OX=9606 GN=KDM1A PE=1 SV=2,13,8,17,8,92.8,KDM1A,1.17E+06,6.19E+04,1.51E+06,9.65E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P62851,Small ribosomal subunit protein eS25 OS=Homo sapiens OX=9606 GN=RPS25 PE=1 SV=1,36,6,17,6,13.7,RPS25,3.29E+06,2.95E+05,4.85E+06,1.42E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NX58,Cell growth-regulating nucleolar protein OS=Homo sapiens OX=9606 GN=LYAR PE=1 SV=3,21,9,17,9,43.6,LYAR,6.60E+05,6.49E+04,1.04E+06,4.60E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q969X6,U3 small nucleolar RNA-associated protein 4 homolog OS=Homo sapiens OX=9606 GN=UTP4 PE=1 SV=1,20,10,17,10,76.8,UTP4,7.20E+05,,8.91E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P51531,Probable global transcription activator SNF2L2 OS=Homo sapiens OX=9606 GN=SMARCA2 PE=1 SV=2,7,9,17,1,181.2,SMARCA2,3.39E+04,6.10E+03,7.24E+04,5.47E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P61158,Actin-related protein 3 OS=Homo sapiens OX=9606 GN=ACTR3 PE=1 SV=3,27,8,17,8,47.3,ACTR3,1.24E+06,,2.21E+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UHX1,Poly(U)-binding-splicing factor PUF60 OS=Homo sapiens OX=9606 GN=PUF60 PE=1 SV=1,18,9,17,9,59.8,PUF60,8.56E+05,2.87E+05,1.19E+06,3.34E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P27348,14-3-3 protein theta OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1,23,6,17,2,27.7,YWHAQ,9.18E+05,8.15E+03,1.30E+06,1.15E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UEY8,Gamma-adducin OS=Homo sapiens OX=9606 GN=ADD3 PE=1 SV=1,15,9,17,9,79.1,ADD3,5.82E+05,4.53E+04,1.31E+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9BZF9,Uveal autoantigen with coiled-coil domains and ankyrin repeats OS=Homo sapiens OX=9606 GN=UACA PE=1 SV=2,9,13,17,13,162.4,UACA,4.79E+05,1.96E+04,1.02E+06,1.33E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P63104,14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1,19,5,16,1,27.7,YWHAZ,1.11E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O15231,Zinc finger protein 185 OS=Homo sapiens OX=9606 GN=ZNF185 PE=1 SV=3,14,9,16,9,73.5,ZNF185,7.19E+05,,1.24E+06,7.86E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
